"co_code","bsecode","nsesymbol","companyname","companyshortname","categoryname","isin","bsegroup","mcap","mcaptype","displaytype","sectorcode","sectorname","industrycode","industryname","bselistedflag","nselistedflag","BSEStatus","NSEStatus"
"74460","542758","PVTBANIETF","ICICI Prudential Nifty Private Bank ETF","ICICI PNP Bank","Company","INF109KC18U7","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"74485","543233","CHEMCON","Chemcon Speciality Chemicals Ltd","Chemcon Special.","Company","INE03YM01018","T","678.58","Small Cap","MAN","00000014","Chemicals","00000056","Chemicals - Speciality - Medium / Small","Y","Y","Active","Active"
"75087","543236","ATAM","Atam Valves Ltd","Atam Valves","Company","INE09KD01013","B","62.01","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000126","Engineering - Light - General - Medium / Small","Y","Y","Active","Active"
"7677","533078","MANJEERA","Manjeera Constructions Ltd","Manjeera Constr.","Company","INE320D01018","Z","45.04","Small Cap","MAN","00000016","Construction","00000079","Construction - Housing - Medium / Small","Y","N","Suspended","Delisted"
"7927","532305","INDSWFTLAB","Ind-Swift Laboratories Ltd","Ind-Swift Labs.","Company","INE915B01019","B","2864.08","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","Y","Active","Active"
"12002","530965","IOC","Indian Oil Corporation Ltd","I O C L","Company","INE242A01010","A","192048.84","Large Cap","MAN","00000052","Oil & Gas","00000247","Refineries","Y","Y","Active","Active"
"12375","543530","PARADEEP","Paradeep Phosphates Ltd","Paradeep Phosph.","Company","INE088F01024","A","15406.45","Small Cap","MAN","00000025","Fertilizers","00000135","Fertilizers - Nitrogenous / Phosphatic","Y","Y","Active","Active"
"12426","543596","TMB","Tamilnad Mercantile Bank Ltd","T N Merc. Bank","Company","INE668A01016","A","13905.63","Small Cap","BANK","00000006","Banks","00000034","Banks - Private Sector","Y","Y","Active","Active"
"12780","539922","undefined","Rotographics (India) Ltd","Rotographics (I)","Company","INE364S01014","XT","368.24","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"13166","534309","NBCC","NBCC (India) Ltd","NBCC","Company","INE095N01031","A","23978.7","Small Cap","MAN","00000039","Infrastructure Developers & Operators","00000328","Miscellaneous - Large","Y","Y","Active","Active"
"13996","531719","BHAGCHEM","Bhagiradha Chemicals & Industries Ltd","Bhagiradha Chem.","Company","INE414D01027","B","3635.92","Small Cap","MAN","00000001","Agro Chemicals","00000218","Pesticides / Agrochemicals - Indian - Large","Y","Y","Active","Active"
"14087","531813","undefined","Ganga Papers India Ltd","Ganga Papers","Company","INE278O01015","XT","107.89","Small Cap","MAN","00000044","Paper","00000214","Paper - Medium / Small","Y","N","Active","Not Listed"
"14181","532386","CALSOFT","California Software Company Ltd","California Soft.","Company","INE526B01014","B","96.94","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"14279","531597","undefined","Midland Polymers Ltd","Midland Polymers","Company","INE046M01036","XT","1.6","Small Cap","MAN","00000042","Packaging","00000211","Packaging - Others","Y","N","Active","Not Listed"
"14370","531610","undefined","UFM Industries Ltd","UFM Industries","Company","INE832E01010","XT","11.27","Small Cap","MAN","00000027","FMCG","00000151","Food - Processing - Atta / Rava / Sooji","Y","N","Active","Not Listed"
"14551","532324","CINEVISTA","Cinevista Ltd","Cinevista","Company","INE039B01026","B","81.67","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","Y","Active","Active"
"14602","532772","DCBBANK","DCB Bank Ltd","DCB Bank","Company","INE503A01015","A","6547.67","Small Cap","BANK","00000006","Banks","00000034","Banks - Private Sector","Y","Y","Active","Active"
"14741","590078","MAITHANALL","Maithan Alloys Ltd","Maithan Alloys","Company","INE683C01011","B","2844.93","Small Cap","MAN","00000071","Steel","00000133","Ferro Alloys","Y","Y","Active","Active"
"18705","512404","undefined","Bengal Steel Industries Ltd","Bengal Steel","Company","INE523W01017","P","0.02","Small Cap","MAN","00000051","Realty","00000079","Construction - Housing - Medium / Small","Y","N","Active","Not Listed"
"19825","532717","INDOTECH","Indo Tech Transformers Ltd","Indo Tech.Trans.","Company","INE332H01014","B","4143.61","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000102","Electric Equipment - Transformers","Y","Y","Active","Active"
"20665","543374","ABSLAMC","Aditya Birla Sun Life AMC Ltd","Aditya AMC","Company","INE404A01024","A","29165.02","Small Cap","undefined","00000026","Finance","00000346","NBFC-Asset Management Companies","Y","Y","Active","Active"
"21961","1011","undefined","BSE PSU","BSE PSU","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"21997","540777","HDFCLIFE","HDFC Life Insurance Company Ltd","HDFC Life Insur.","Company","INE795G01014","A","120463.74","Large Cap","undefined","00000067","Insurance","00000341","Life Insurance","Y","Y","Active","Active"
"23236","539148","SHIVALIK","Shivalik Rasayan Ltd","Shivalik Rasayan","Company","INE788J01021","T","429.83","Small Cap","MAN","00000001","Agro Chemicals","00000219","Pesticides / Agrochemicals - Indian - Medium/Small","Y","Y","Active","Active"
"5286","530881","undefined","Arunjyoti Bio Ventures Ltd","Arunjyoti Bio","Company","INE485K01022","X","93.94","Small Cap","MAN","00000042","Packaging","00000211","Packaging - Others","Y","N","Active","Not Listed"
"5294","531003","undefined","Swarna Securities Ltd","Swarna Securitie","Company","INE595G01018","X","26.7","Small Cap","MAN","00000039","Finance","00000329","Miscellaneous - Medium / Small","Y","N","Active","Not Listed"
"5370","531091","undefined","United Credit Ltd","United Credit","Company","INE858C01027","X","12.52","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"5411","521178","undefined","Sri Ramakrishna Mills (Coimbatore) Ltd","Sri Ramakr. Mill","Company","INE306D01017","X","39.03","Small Cap","MAN","00000062","Textiles","00000292","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Y","N","Active","Not Listed"
"5607","532525","MAHABANK","Bank of Maharashtra","Bank of Maha","Company","INE457A01014","A","61740.11","Mid Cap","BANK","00000006","Banks","00000033","Banks - Public Sector","Y","Y","Active","Active"
"5731","509367","undefined","Andhra Pradesh Tanneries Ltd","AP Tanneries","Company","INE628Y01010","XT","1.47","Small Cap","MAN","00000035","Leather","00000181","Leather Products - Others","Y","N","Suspended","Not Listed"
"5768","501831","COASTCORP","Coastal Corporation Ltd","Coastal Corporat","Company","INE377E01024","B","273.67","Small Cap","MAN","00000027","FMCG","00000008","Aquaculture","Y","Y","Active","Active"
"5968","531352","undefined","Peeti Securities Ltd","Peeti Securities","Company","INE328D01011","X","7.69","Small Cap","MAN","00000062","Textiles","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"6082","531201","SHILCTECH","Shilchar Technologies Ltd","Shilchar Tech.","Company","INE024F01011","B","4436.28","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000102","Electric Equipment - Transformers","Y","Y","Active","Active"
"6179","523566","undefined","Martin Burn Ltd","Martin Burn","Company","INE199D01016","X","22.22","Small Cap","MAN","00000051","Realty","00000079","Construction - Housing - Medium / Small","Y","N","Active","Not Listed"
"6358","538963","undefined","Pact Industries Ltd","Pact Industries","Company","INE494K01024","Z","7.54","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"6373","509845","undefined","R J Shah & Company Ltd","R J Shah & Co","Company","INE712Z01019","P","13.72","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000129","Engineering - Turnkey Services","Y","N","Active","Not Listed"
"6485","538388","NBIFIN","NBI Industrial Finance Company Ltd","NBI Indl. Fin.","Company","INE365I01020","undefined","580.6","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","N","Y","Not Listed","Active"
"6493","531390","undefined","Upsurge Investment & Finance Ltd","Upsurge Invest.","Company","INE890B01014","X","156.1","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"6498","531360","undefined","Golechha Global Finance Ltd","Golech.Glob.Fin.","Company","INE427D01011","XT","15.15","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"6618","531472","undefined","Cybele Industries Ltd","Cybele Industrie","Company","INE183D01010","X","40.68","Small Cap","MAN","00000007","Cables","00000039","Cables - Power - Medium / Small","Y","N","Active","Not Listed"
"6827","531512","undefined","Orient Tradelink Ltd","Orient Tradelink","Company","INE681D01039","X","16.94","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"6852","531515","undefined","Mahan Industries Ltd","Mahan Industries","Company","INE735D01041","XT","5.49","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Suspended","Not Listed"
"7042","512441","undefined","Enbee Trade & Finance Ltd","Enbee Trade","Company","INE993I01029","X","58.48","Small Cap","FIN","00000026","Finance","00000138","Finance - Small","Y","N","Active","Not Listed"
"7338","531900","undefined","CCL International Ltd","CCL Internationa","Company","INE778E01031","X","44.07","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000076","Construction - Civil / Turnkey - Medium / Small","Y","N","Active","Not Listed"
"7482","538919","undefined","Skyline Ventures India Ltd","Skyline Ventures","Company","INE055Q01012","Z","8.73","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"75388","543269","undefined","Adjia Technologies Ltd","Adjia Tech","Company","INE0G0V01018","TS","5.44","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Active","Not Listed"
"75449","535377","SDL26BEES","Nippon India ETF Nifty SDL Apr 2026 Top 20 Eq.Wgt.","Nippon India EW","Company","INF204KC1022","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"75450","543366","undefined","SBL Infratech Ltd","SBL Infratech","Company","INE0DLM01024","M","3.89","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"75556","544397","ATHERENERG","Ather Energy Ltd","Ather Energy","Company","INE0LEZ01016","A","57609.81","Mid Cap","MAN","00000005","Automobile","00000014","Automobiles - Scooters and 3-Wheelers","Y","Y","Active","Active"
"76038","535441","COOLCAPS","Cool Caps Industries Ltd","Cool Caps","Company","INE0HS001028","undefined","238.19","Small Cap","MAN","00000048","Plastic products","00000241","Plastics - Others","N","Y","Not Listed","Active"
"76054","544476","JSLL","Jeena Sikho Lifecare Ltd","Jeena Sikho","Company","INE0J5801029","A","6279.67","Small Cap","MAN","00000046","Pharmaceuticals","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"76244","544246","RVTH","Revathi Equipment India Ltd","Revathi Equip","Company","INE0DAB01012","B","225.08","Small Cap","MAN","00000072","Engineering","00000126","Engineering - Light - General - Medium / Small","Y","Y","Active","Active"
"76297","543957","REDTAPE","Redtape Ltd","Redtape","Company","INE0LXT01019","B","6791.24","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"76341","543954","ATL","Allcargo Terminals Ltd","Allcargo Termi","Company","INE0NN701020","B","659.86","Small Cap","MAN","00000083","Marine Port & Services","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"76393","890162","VECOPP","Vikas Ecotech Ltd Partly Paidup","Vikas Ecotech PP","Company","IN9806A01010","B","1.37","Small Cap","MAN","00000048","Plastic products","00000241","Plastics - Others","N","Y","Delisted","Suspended"
"76643","543521","undefined","Fone4 Communications (India) Ltd","Fone4 Communica.","Company","INE0L3H01014","M","11.83","Small Cap","MAN","00000080","E-Commerce","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"76744","76744","ARISTO","Aristo Bio-Tech & Lifescience Ltd","Aristo Bio-Tech","Company","INE082101010","undefined","73.52","Small Cap","MAN","00000001","Agro Chemicals","00000219","Pesticides / Agrochemicals - Indian - Medium/Small","N","Y","Not Listed","Active"
"77118","77118","ALLETEC","All E Technologies Ltd","All E Tech","Company","INE0M2X01012","undefined","241.83","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","N","Y","Not Listed","Active"
"77459","543569","HDFCNIF100","HDFC Nifty 100 ETF","HDFC Nifty 100","Company","INF179KC1HR4","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"77617","543617","undefined","Reetech International Ltd","Reetech Intl","Company","INE0MKO01015","M","6.34","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"78066","78066","SILVER1","Kotak Silver ETF","Kotak Silver ETF","Company","INF174KA1ZD3","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"78456","78456","AGUL","A G Universal Ltd","A G Universal","Company","INE0O6N01012","undefined","29.42","Small Cap","MAN","00000040","Metal","00000004","Aluminium - Extrusions","N","Y","Not Listed","Active"
"78518","543775","HDFCSML250","HDFC Nifty Small Cap 250 ETF","HDFC NSC 250 ETF","Company","INF179KC1FB2","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"78877","78877","MAGSON","Magson Retail and Distribution Ltd","Magson Retail","Company","INE0O1S01012","undefined","252.77","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","N","Y","Not Listed","Active"
"80006","544217","SANSTAR","Sanstar Ltd","Sanstar","Company","INE08NE01025","B","2121.84","Small Cap","MAN","00000027","FMCG","00000258","Starch","Y","Y","Active","Active"
"89102","544811","undefined","Kratikal Tech Ltd","Kratikal Tech","Company","INE1L0M01019","M","197.26","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Active","Not Listed"
"24057","532715","GITANJALI","Gitanjali Gems Ltd","Gitanjali Gems","Company","INE346H01014","undefined","12.57","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000086","Diamond Cutting / Jewellery - Large","Y","Y","Suspended","Suspended"
"24429","512369","undefined","Ennore Coke Ltd","Ennore Coke","Company","INE755H01016","XT","3.18","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"25830","532775","GTLINFRA","GTL Infrastructure Ltd","GTL Infra.","Company","INE221H01019","B","1588.37","Small Cap","MAN","00000060","Telecom Equipment & Infra Services","00000318","Transmisson Line Towers / Equipment","Y","Y","Active","Active"
